Cnt_1	Cnt
Cnt_2	Cnt
Cnt_3	Cnt
Cnt_4	Cnt
Cnt_6	Cnt
Nic_1	Nic
Nic_3	Nic
Nic_4	Nic
Nic_5	Nic
Nic_6	Nic
