edge	cor
ENSDARG00000011407 (geneExprCor) ENSDARG00000101849	0.8984140903565202
ENSDARG00000011407 (geneExprCor) ENSDARG00000102364	0.8076734397022615
ENSDARG00000011407 (geneExprCor) ENSDARG00000103295	0.8129329448537821
ENSDARG00000011407 (geneExprCor) ENSDARG00000103428	0.8055212088915641
ENSDARG00000011407 (geneExprCor) ENSDARG00000103435	0.8545900273190848
ENSDARG00000011407 (geneExprCor) ENSDARG00000103459	0.8562143055169896
ENSDARG00000011407 (geneExprCor) ENSDARG00000104713	0.8498886269343628
ENSDARG00000011407 (geneExprCor) ENSDARG00000104732	0.8447230008094443
ENSDARG00000011407 (geneExprCor) ENSDARG00000105341	0.8133287968947542
ENSDARG00000011407 (geneExprCor) ENSDARG00000105590	0.8569549667652254
ENSDARG00000011407 (geneExprCor) ENSDARG00000105643	0.930455266163583
ENSDARG00000011407 (geneExprCor) ENSDARG00000105693	0.8630779742328536
ENSDARG00000011407 (geneExprCor) ENSDARG00000110192	0.8095233426728482
ENSDARG00000011407 (geneExprCor) ENSDARG00000117450	0.8900995696429542
ENSDARG00000011407 (geneExprCor) ENSDARG00000117485	0.8570280312107242
ENSDARG00000011648 (geneExprCor) ENSDARG00000012747	0.8451056772907406
ENSDARG00000011648 (geneExprCor) ENSDARG00000013950	0.8963200245792905
ENSDARG00000011648 (geneExprCor) ENSDARG00000018491	0.8239508110643537
ENSDARG00000011648 (geneExprCor) ENSDARG00000020228	0.8905670177917202
ENSDARG00000011648 (geneExprCor) ENSDARG00000030270	0.8523555625500654
ENSDARG00000011648 (geneExprCor) ENSDARG00000033832	0.9287913393305078
ENSDARG00000011648 (geneExprCor) ENSDARG00000037409	0.8363490401532919
ENSDARG00000011648 (geneExprCor) ENSDARG00000041051	0.8210380818181919
ENSDARG00000011648 (geneExprCor) ENSDARG00000041947	0.8010402181471448
ENSDARG00000011648 (geneExprCor) ENSDARG00000042874	0.8502947243518234
ENSDARG00000011648 (geneExprCor) ENSDARG00000045695	0.8142028879773294
ENSDARG00000011648 (geneExprCor) ENSDARG00000054879	0.8055639961865546
ENSDARG00000011648 (geneExprCor) ENSDARG00000055080	0.8812865434918125
ENSDARG00000011648 (geneExprCor) ENSDARG00000058302	0.8398813183242583
ENSDARG00000011648 (geneExprCor) ENSDARG00000069381	0.8283526531139546
ENSDARG00000011648 (geneExprCor) ENSDARG00000070480	0.8021930810767007
ENSDARG00000011648 (geneExprCor) ENSDARG00000071555	0.8739637847502859
ENSDARG00000011648 (geneExprCor) ENSDARG00000075016	0.8488093728346613
ENSDARG00000011648 (geneExprCor) ENSDARG00000076914	0.8515984674518197
ENSDARG00000011648 (geneExprCor) ENSDARG00000086881	0.8124425356425549
ENSDARG00000011648 (geneExprCor) ENSDARG00000088439	0.9151336260854752
ENSDARG00000011648 (geneExprCor) ENSDARG00000092714	0.8656945145234799
ENSDARG00000011648 (geneExprCor) ENSDARG00000093494	0.8192183829875005
ENSDARG00000011648 (geneExprCor) ENSDARG00000095046	0.8467367197646402
ENSDARG00000011648 (geneExprCor) ENSDARG00000098121	0.8547432791322801
ENSDARG00000011648 (geneExprCor) ENSDARG00000098761	0.8523823960959646
ENSDARG00000011648 (geneExprCor) ENSDARG00000101285	0.87298369535419
ENSDARG00000011648 (geneExprCor) ENSDARG00000101637	0.8551616912628396
ENSDARG00000011648 (geneExprCor) ENSDARG00000103846	0.8023900408364562
ENSDARG00000011648 (geneExprCor) ENSDARG00000117613	0.8269602678896174
ENSDARG00000012297 (geneExprCor) ENSDARG00000016391	0.8396454194621902
ENSDARG00000012297 (geneExprCor) ENSDARG00000031616	0.8207189774275072
ENSDARG00000012297 (geneExprCor) ENSDARG00000036695	0.8941248695907325
ENSDARG00000012297 (geneExprCor) ENSDARG00000051785	0.8746564358007987
ENSDARG00000012297 (geneExprCor) ENSDARG00000063475	0.8516202052333744
ENSDARG00000012297 (geneExprCor) ENSDARG00000068421	0.8379430169468972
ENSDARG00000012297 (geneExprCor) ENSDARG00000070717	0.9099840955403904
ENSDARG00000012297 (geneExprCor) ENSDARG00000078694	0.8237850853970803
ENSDARG00000012297 (geneExprCor) ENSDARG00000079059	0.8277084002131708
ENSDARG00000012297 (geneExprCor) ENSDARG00000098258	0.8094183180185138
ENSDARG00000012297 (geneExprCor) ENSDARG00000099555	0.8490974911871426
ENSDARG00000012435 (geneExprCor) ENSDARG00000013670	0.8499903808141108
ENSDARG00000012435 (geneExprCor) ENSDARG00000014975	0.8311904370939144
ENSDARG00000012435 (geneExprCor) ENSDARG00000017489	0.8248449354366849
ENSDARG00000012435 (geneExprCor) ENSDARG00000025428	0.8797234097057449
ENSDARG00000012435 (geneExprCor) ENSDARG00000026925	0.8744959544832436
ENSDARG00000012435 (geneExprCor) ENSDARG00000031588	0.8314657363034171
ENSDARG00000012435 (geneExprCor) ENSDARG00000032801	0.877222265765276
ENSDARG00000012435 (geneExprCor) ENSDARG00000035178	0.8327877810240332
ENSDARG00000012435 (geneExprCor) ENSDARG00000036820	0.8689440557500671
ENSDARG00000012435 (geneExprCor) ENSDARG00000039243	0.8024218834005575
ENSDARG00000012435 (geneExprCor) ENSDARG00000040004	0.8336422462271861
ENSDARG00000012435 (geneExprCor) ENSDARG00000041947	0.8476693675473469
ENSDARG00000012435 (geneExprCor) ENSDARG00000043093	0.8373495610243501
ENSDARG00000012435 (geneExprCor) ENSDARG00000043492	0.896889271875735
ENSDARG00000012435 (geneExprCor) ENSDARG00000044545	0.8232694480522108
ENSDARG00000012435 (geneExprCor) ENSDARG00000052115	0.8443675701636275
ENSDARG00000012435 (geneExprCor) ENSDARG00000052779	0.8803893620150676
ENSDARG00000012435 (geneExprCor) ENSDARG00000053761	0.8707808819311365
ENSDARG00000012435 (geneExprCor) ENSDARG00000054160	0.8155493002786222
ENSDARG00000012435 (geneExprCor) ENSDARG00000054827	0.8005888648760856
ENSDARG00000012435 (geneExprCor) ENSDARG00000062788	0.8708636992049494
ENSDARG00000012435 (geneExprCor) ENSDARG00000068951	0.9225858699067285
ENSDARG00000012435 (geneExprCor) ENSDARG00000070041	0.9119601288708411
ENSDARG00000012435 (geneExprCor) ENSDARG00000074150	0.8320597416782949
ENSDARG00000012435 (geneExprCor) ENSDARG00000074378	0.8013860283988447
ENSDARG00000012435 (geneExprCor) ENSDARG00000076196	0.8438065891480335
ENSDARG00000012435 (geneExprCor) ENSDARG00000077060	0.8087429150757155
ENSDARG00000012435 (geneExprCor) ENSDARG00000078093	0.8851976174312126
ENSDARG00000012435 (geneExprCor) ENSDARG00000079227	0.8865171271439377
ENSDARG00000012435 (geneExprCor) ENSDARG00000079332	0.8771327538773893
ENSDARG00000012435 (geneExprCor) ENSDARG00000086881	0.8128377513156028
ENSDARG00000012435 (geneExprCor) ENSDARG00000088234	0.8800786065410968
ENSDARG00000012435 (geneExprCor) ENSDARG00000092778	0.882609384109741
ENSDARG00000012435 (geneExprCor) ENSDARG00000093082	0.9519357185612786
ENSDARG00000012435 (geneExprCor) ENSDARG00000093186	0.8262796067160153
ENSDARG00000012435 (geneExprCor) ENSDARG00000093347	0.8159277116489495
ENSDARG00000012435 (geneExprCor) ENSDARG00000093936	0.932032301203771
ENSDARG00000012435 (geneExprCor) ENSDARG00000094345	0.8862296127451772
ENSDARG00000012435 (geneExprCor) ENSDARG00000095245	0.8961935239933414
ENSDARG00000012435 (geneExprCor) ENSDARG00000096874	0.8011424928309175
ENSDARG00000012435 (geneExprCor) ENSDARG00000097157	0.8041053304487199
ENSDARG00000012435 (geneExprCor) ENSDARG00000098761	0.8091834889110805
ENSDARG00000012435 (geneExprCor) ENSDARG00000099195	0.846803001805827
ENSDARG00000012435 (geneExprCor) ENSDARG00000100106	0.815054955270839
ENSDARG00000012435 (geneExprCor) ENSDARG00000100185	0.855469641834463
ENSDARG00000012435 (geneExprCor) ENSDARG00000101637	0.821862038757987
ENSDARG00000012435 (geneExprCor) ENSDARG00000102798	0.8431578474445555
ENSDARG00000012435 (geneExprCor) ENSDARG00000103199	0.8249112432027276
ENSDARG00000012435 (geneExprCor) ENSDARG00000104773	0.8526662939158842
ENSDARG00000012435 (geneExprCor) ENSDARG00000105731	0.8141579008671495
ENSDARG00000012435 (geneExprCor) ENSDARG00000109240	0.8370406504541315
ENSDARG00000012435 (geneExprCor) ENSDARG00000113076	0.8512694460447803
ENSDARG00000012747 (geneExprCor) ENSDARG00000014244	0.8155823089896612
ENSDARG00000012747 (geneExprCor) ENSDARG00000016858	0.8523185967967828
ENSDARG00000012747 (geneExprCor) ENSDARG00000018491	0.8344431087188323
ENSDARG00000012747 (geneExprCor) ENSDARG00000025428	0.8344040177304689
ENSDARG00000012747 (geneExprCor) ENSDARG00000054879	0.8097247990038863
ENSDARG00000012747 (geneExprCor) ENSDARG00000055504	0.8611261229507134
ENSDARG00000012747 (geneExprCor) ENSDARG00000069566	0.8499097173884514
ENSDARG00000012747 (geneExprCor) ENSDARG00000071555	0.874434693318071
ENSDARG00000012747 (geneExprCor) ENSDARG00000086881	0.8370984796518385
ENSDARG00000012747 (geneExprCor) ENSDARG00000088439	0.8802209423026843
ENSDARG00000012747 (geneExprCor) ENSDARG00000097157	0.8236111545765208
ENSDARG00000012747 (geneExprCor) ENSDARG00000097706	0.8565102759348029
ENSDARG00000012747 (geneExprCor) ENSDARG00000098761	0.8644084077645857
ENSDARG00000012747 (geneExprCor) ENSDARG00000100020	0.8766953121315317
ENSDARG00000012747 (geneExprCor) ENSDARG00000102138	0.8179948320775552
ENSDARG00000012747 (geneExprCor) ENSDARG00000103720	0.8137667385497054
ENSDARG00000012747 (geneExprCor) ENSDARG00000103979	0.8415319397410926
ENSDARG00000012789 (geneExprCor) ENSDARG00000022615	0.8961734012181284
ENSDARG00000012789 (geneExprCor) ENSDARG00000028507	0.826483161218442
ENSDARG00000012789 (geneExprCor) ENSDARG00000034852	0.8058417631645434
ENSDARG00000012789 (geneExprCor) ENSDARG00000038643	0.8132938349883823
ENSDARG00000012789 (geneExprCor) ENSDARG00000060340	0.8036348960219193
ENSDARG00000012789 (geneExprCor) ENSDARG00000068947	0.9056169762401253
ENSDARG00000012789 (geneExprCor) ENSDARG00000088741	0.828405888896377
ENSDARG00000012789 (geneExprCor) ENSDARG00000095011	0.8091946348303095
ENSDARG00000012789 (geneExprCor) ENSDARG00000099148	0.8741824079305651
ENSDARG00000012881 (geneExprCor) ENSDARG00000020107	0.8364022164709445
ENSDARG00000012881 (geneExprCor) ENSDARG00000034852	0.8089176300098947
ENSDARG00000012881 (geneExprCor) ENSDARG00000038643	0.8597939277018537
ENSDARG00000012881 (geneExprCor) ENSDARG00000040649	0.8613286506362468
ENSDARG00000012881 (geneExprCor) ENSDARG00000045143	0.838416239731832
ENSDARG00000012881 (geneExprCor) ENSDARG00000045946	0.8215571582941309
ENSDARG00000012881 (geneExprCor) ENSDARG00000054848	0.8070680776261286
ENSDARG00000012881 (geneExprCor) ENSDARG00000067796	0.8355806472408034
ENSDARG00000012881 (geneExprCor) ENSDARG00000088589	0.9467446716540742
ENSDARG00000012881 (geneExprCor) ENSDARG00000090142	0.843748738593143
ENSDARG00000012881 (geneExprCor) ENSDARG00000094460	0.8341794747225367
ENSDARG00000012881 (geneExprCor) ENSDARG00000101322	0.8379290504368083
ENSDARG00000012881 (geneExprCor) ENSDARG00000102364	0.9254666729576251
ENSDARG00000013076 (geneExprCor) ENSDARG00000013950	0.822611988540632
ENSDARG00000013076 (geneExprCor) ENSDARG00000020228	0.8643889874354145
ENSDARG00000013076 (geneExprCor) ENSDARG00000028119	0.8396611500444788
ENSDARG00000013076 (geneExprCor) ENSDARG00000033832	0.8802690747228342
ENSDARG00000013076 (geneExprCor) ENSDARG00000038321	0.8015591543211196
ENSDARG00000013076 (geneExprCor) ENSDARG00000043105	0.8699678949750059
ENSDARG00000013076 (geneExprCor) ENSDARG00000045695	0.8523064678694667
ENSDARG00000013076 (geneExprCor) ENSDARG00000054879	0.8447106699825502
ENSDARG00000013076 (geneExprCor) ENSDARG00000055080	0.8205822533842249
ENSDARG00000013076 (geneExprCor) ENSDARG00000058302	0.8659160202980114
ENSDARG00000013076 (geneExprCor) ENSDARG00000069381	0.8023454839589916
ENSDARG00000013076 (geneExprCor) ENSDARG00000079497	0.8345849576987352
ENSDARG00000013076 (geneExprCor) ENSDARG00000097706	0.8029345380568441
ENSDARG00000013076 (geneExprCor) ENSDARG00000100270	0.8377995583702039
ENSDARG00000013076 (geneExprCor) ENSDARG00000102430	0.8811638433170673
ENSDARG00000013522 (geneExprCor) ENSDARG00000017780	0.9287875557223516
ENSDARG00000013522 (geneExprCor) ENSDARG00000018149	0.8533192960842719
ENSDARG00000013522 (geneExprCor) ENSDARG00000018399	0.8119790255240223
ENSDARG00000013522 (geneExprCor) ENSDARG00000020107	0.8561068452221006
ENSDARG00000013522 (geneExprCor) ENSDARG00000020581	0.8247006965772848
ENSDARG00000013522 (geneExprCor) ENSDARG00000020594	0.8364374978506315
ENSDARG00000013522 (geneExprCor) ENSDARG00000020876	0.8702151213773247
ENSDARG00000013522 (geneExprCor) ENSDARG00000023176	0.9131511025584901
ENSDARG00000013522 (geneExprCor) ENSDARG00000028507	0.8167462287255737
ENSDARG00000013522 (geneExprCor) ENSDARG00000029766	0.8604300449345903
ENSDARG00000013522 (geneExprCor) ENSDARG00000030616	0.8506606133952818
ENSDARG00000013522 (geneExprCor) ENSDARG00000031702	0.8325420920498534
ENSDARG00000013522 (geneExprCor) ENSDARG00000039677	0.8387525641322882
ENSDARG00000013522 (geneExprCor) ENSDARG00000040649	0.9115588931511364
ENSDARG00000013522 (geneExprCor) ENSDARG00000040705	0.8461414710977757
ENSDARG00000013522 (geneExprCor) ENSDARG00000044356	0.8107996293798427
ENSDARG00000013522 (geneExprCor) ENSDARG00000045070	0.8334877635583563
ENSDARG00000013522 (geneExprCor) ENSDARG00000045143	0.801997266269742
ENSDARG00000013522 (geneExprCor) ENSDARG00000045946	0.8100681473877323
ENSDARG00000013522 (geneExprCor) ENSDARG00000051861	0.8265826933745647
ENSDARG00000013522 (geneExprCor) ENSDARG00000053091	0.8377613811660644
ENSDARG00000013522 (geneExprCor) ENSDARG00000058543	0.8190943675971495
ENSDARG00000013522 (geneExprCor) ENSDARG00000060340	0.8900694130035584
ENSDARG00000013522 (geneExprCor) ENSDARG00000061682	0.83368857170406
ENSDARG00000013522 (geneExprCor) ENSDARG00000067796	0.9219963711738085
ENSDARG00000013522 (geneExprCor) ENSDARG00000068947	0.8080285689124163
ENSDARG00000013522 (geneExprCor) ENSDARG00000069946	0.8119734375618257
ENSDARG00000013522 (geneExprCor) ENSDARG00000074168	0.8380070549790357
ENSDARG00000013522 (geneExprCor) ENSDARG00000074526	0.8070923640837387
ENSDARG00000013522 (geneExprCor) ENSDARG00000074635	0.8068545635957846
ENSDARG00000013522 (geneExprCor) ENSDARG00000075676	0.8238406415863727
ENSDARG00000013522 (geneExprCor) ENSDARG00000076945	0.804565875251067
ENSDARG00000013522 (geneExprCor) ENSDARG00000087440	0.8677910111404643
ENSDARG00000013522 (geneExprCor) ENSDARG00000088589	0.8440887271810984
ENSDARG00000013522 (geneExprCor) ENSDARG00000091260	0.9006009388604685
ENSDARG00000013522 (geneExprCor) ENSDARG00000091801	0.8038707032421738
ENSDARG00000013522 (geneExprCor) ENSDARG00000094198	0.8568862562193149
ENSDARG00000013522 (geneExprCor) ENSDARG00000094792	0.832551614351828
ENSDARG00000013522 (geneExprCor) ENSDARG00000096031	0.8165831330649858
ENSDARG00000013522 (geneExprCor) ENSDARG00000097826	0.8871940729889445
ENSDARG00000013522 (geneExprCor) ENSDARG00000098375	0.9048080071275076
ENSDARG00000013522 (geneExprCor) ENSDARG00000099186	0.8568733744732772
ENSDARG00000013522 (geneExprCor) ENSDARG00000099555	0.8274711653000973
ENSDARG00000013522 (geneExprCor) ENSDARG00000100826	0.8797350958738597
ENSDARG00000013522 (geneExprCor) ENSDARG00000101322	0.8376699937919856
ENSDARG00000013522 (geneExprCor) ENSDARG00000101778	0.8193740620059998
ENSDARG00000013522 (geneExprCor) ENSDARG00000101849	0.8642635425382087
ENSDARG00000013522 (geneExprCor) ENSDARG00000103295	0.8364058818690429
ENSDARG00000013522 (geneExprCor) ENSDARG00000103428	0.8503428790822463
ENSDARG00000013522 (geneExprCor) ENSDARG00000103435	0.8863802473808965
ENSDARG00000013522 (geneExprCor) ENSDARG00000104713	0.8184030846475334
ENSDARG00000013522 (geneExprCor) ENSDARG00000104732	0.8287549946739119
ENSDARG00000013522 (geneExprCor) ENSDARG00000105693	0.8194461790773635
ENSDARG00000013522 (geneExprCor) ENSDARG00000117407	0.8947377263222291
ENSDARG00000013670 (geneExprCor) ENSDARG00000013950	0.8145937111428265
ENSDARG00000013670 (geneExprCor) ENSDARG00000014244	0.8065048052588215
ENSDARG00000013670 (geneExprCor) ENSDARG00000014975	0.8520944971466843
ENSDARG00000013670 (geneExprCor) ENSDARG00000020228	0.856613889171799
ENSDARG00000013670 (geneExprCor) ENSDARG00000024204	0.8054380450531502
ENSDARG00000013670 (geneExprCor) ENSDARG00000025428	0.8321664727799832
ENSDARG00000013670 (geneExprCor) ENSDARG00000026925	0.8682253764096448
ENSDARG00000013670 (geneExprCor) ENSDARG00000031683	0.9008827391476495
ENSDARG00000013670 (geneExprCor) ENSDARG00000032801	0.9026882071414601
ENSDARG00000013670 (geneExprCor) ENSDARG00000036943	0.9118944716822
ENSDARG00000013670 (geneExprCor) ENSDARG00000037421	0.8460232069510476
ENSDARG00000013670 (geneExprCor) ENSDARG00000041294	0.8509715827269941
ENSDARG00000013670 (geneExprCor) ENSDARG00000042458	0.8049909574488304
ENSDARG00000013670 (geneExprCor) ENSDARG00000043093	0.8043118786303818
ENSDARG00000013670 (geneExprCor) ENSDARG00000043105	0.8582175857744265
ENSDARG00000013670 (geneExprCor) ENSDARG00000043279	0.8255945788843607
ENSDARG00000013670 (geneExprCor) ENSDARG00000043492	0.8346733082364454
ENSDARG00000013670 (geneExprCor) ENSDARG00000052779	0.8092093466275024
ENSDARG00000013670 (geneExprCor) ENSDARG00000053761	0.8630808474410231
ENSDARG00000013670 (geneExprCor) ENSDARG00000054160	0.8569687131444627
ENSDARG00000013670 (geneExprCor) ENSDARG00000054849	0.831191156934909
ENSDARG00000013670 (geneExprCor) ENSDARG00000055644	0.8407515066154738
ENSDARG00000013670 (geneExprCor) ENSDARG00000055752	0.8349211798988477
ENSDARG00000013670 (geneExprCor) ENSDARG00000058302	0.8016364083810547
ENSDARG00000013670 (geneExprCor) ENSDARG00000068374	0.8813126466361874
ENSDARG00000013670 (geneExprCor) ENSDARG00000068951	0.8490773810903847
ENSDARG00000013670 (geneExprCor) ENSDARG00000069006	0.8996965934776501
ENSDARG00000013670 (geneExprCor) ENSDARG00000070041	0.9063295255551256
ENSDARG00000013670 (geneExprCor) ENSDARG00000074150	0.8388472236908767
ENSDARG00000013670 (geneExprCor) ENSDARG00000074378	0.8298596282351259
ENSDARG00000013670 (geneExprCor) ENSDARG00000074490	0.8630427458439102
ENSDARG00000013670 (geneExprCor) ENSDARG00000074508	0.8105021463470014
ENSDARG00000013670 (geneExprCor) ENSDARG00000076196	0.8566596314510023
ENSDARG00000013670 (geneExprCor) ENSDARG00000076844	0.8391557679483941
ENSDARG00000013670 (geneExprCor) ENSDARG00000077060	0.9547070910806428
ENSDARG00000013670 (geneExprCor) ENSDARG00000079227	0.8864634880633236
ENSDARG00000013670 (geneExprCor) ENSDARG00000079497	0.8236064296494167
ENSDARG00000013670 (geneExprCor) ENSDARG00000086881	0.8631504771343113
ENSDARG00000013670 (geneExprCor) ENSDARG00000088539	0.8039690469719404
ENSDARG00000013670 (geneExprCor) ENSDARG00000088641	0.8514655165747554
ENSDARG00000013670 (geneExprCor) ENSDARG00000090526	0.8245391902204996
ENSDARG00000013670 (geneExprCor) ENSDARG00000093082	0.8040031461064078
ENSDARG00000013670 (geneExprCor) ENSDARG00000093494	0.805595763345147
ENSDARG00000013670 (geneExprCor) ENSDARG00000093687	0.8753260110056671
ENSDARG00000013670 (geneExprCor) ENSDARG00000095046	0.8566925690632651
ENSDARG00000013670 (geneExprCor) ENSDARG00000099195	0.8964776505312171
ENSDARG00000013670 (geneExprCor) ENSDARG00000099803	0.8210581035041852
ENSDARG00000013670 (geneExprCor) ENSDARG00000101637	0.8529759690815855
ENSDARG00000013670 (geneExprCor) ENSDARG00000102798	0.8890812875411427
ENSDARG00000013670 (geneExprCor) ENSDARG00000103846	0.8676376005125834
ENSDARG00000013670 (geneExprCor) ENSDARG00000104398	0.8925299828122478
ENSDARG00000013670 (geneExprCor) ENSDARG00000104773	0.8926517317206527
ENSDARG00000013670 (geneExprCor) ENSDARG00000113076	0.8067057629040598
ENSDARG00000013794 (geneExprCor) ENSDARG00000016904	0.8140887114990264
ENSDARG00000013794 (geneExprCor) ENSDARG00000026329	0.8222883376392576
ENSDARG00000013794 (geneExprCor) ENSDARG00000028027	0.821934460319015
ENSDARG00000013794 (geneExprCor) ENSDARG00000035859	0.8407660246573797
ENSDARG00000013794 (geneExprCor) ENSDARG00000058285	0.8292264347678339
ENSDARG00000013794 (geneExprCor) ENSDARG00000063509	0.8151792766344196
ENSDARG00000013794 (geneExprCor) ENSDARG00000075831	0.8112138075543247
ENSDARG00000013794 (geneExprCor) ENSDARG00000091792	0.8733070649676339
ENSDARG00000013794 (geneExprCor) ENSDARG00000102558	0.8207778834516551
ENSDARG00000013794 (geneExprCor) ENSDARG00000105341	0.8077948996494397
ENSDARG00000013946 (geneExprCor) ENSDARG00000020239	0.8165230515695204
ENSDARG00000013946 (geneExprCor) ENSDARG00000020594	0.802669636805142
ENSDARG00000013946 (geneExprCor) ENSDARG00000028098	0.8190646351383711
ENSDARG00000013946 (geneExprCor) ENSDARG00000035309	0.8158420005313773
ENSDARG00000013946 (geneExprCor) ENSDARG00000039677	0.8569260999994303
ENSDARG00000013946 (geneExprCor) ENSDARG00000051785	0.8137515739015195
ENSDARG00000013946 (geneExprCor) ENSDARG00000053091	0.8648972964976261
ENSDARG00000013946 (geneExprCor) ENSDARG00000056511	0.8213455550435702
ENSDARG00000013946 (geneExprCor) ENSDARG00000061682	0.8224826474639269
ENSDARG00000013946 (geneExprCor) ENSDARG00000069946	0.8151355066420094
ENSDARG00000013946 (geneExprCor) ENSDARG00000077264	0.850811422677727
ENSDARG00000013946 (geneExprCor) ENSDARG00000087440	0.8034008520177676
ENSDARG00000013946 (geneExprCor) ENSDARG00000090337	0.8945815445248856
ENSDARG00000013946 (geneExprCor) ENSDARG00000090969	0.9107009161853467
ENSDARG00000013946 (geneExprCor) ENSDARG00000097826	0.8095124411982739
ENSDARG00000013946 (geneExprCor) ENSDARG00000098375	0.8089680698801912
ENSDARG00000013946 (geneExprCor) ENSDARG00000099555	0.8013230496762799
ENSDARG00000013946 (geneExprCor) ENSDARG00000103295	0.8260673901539264
ENSDARG00000013950 (geneExprCor) ENSDARG00000014244	0.8086631332084561
ENSDARG00000013950 (geneExprCor) ENSDARG00000018491	0.8068255452953101
ENSDARG00000013950 (geneExprCor) ENSDARG00000020228	0.9179216246524633
ENSDARG00000013950 (geneExprCor) ENSDARG00000025428	0.8659691376605327
ENSDARG00000013950 (geneExprCor) ENSDARG00000030896	0.802327603569575
ENSDARG00000013950 (geneExprCor) ENSDARG00000031683	0.852627687953803
ENSDARG00000013950 (geneExprCor) ENSDARG00000032801	0.8377010502218053
ENSDARG00000013950 (geneExprCor) ENSDARG00000033832	0.9088391410826301
ENSDARG00000013950 (geneExprCor) ENSDARG00000036943	0.868839153777347
ENSDARG00000013950 (geneExprCor) ENSDARG00000037421	0.8414597883854721
ENSDARG00000013950 (geneExprCor) ENSDARG00000041294	0.8697713015761012
ENSDARG00000013950 (geneExprCor) ENSDARG00000042458	0.8187453475347041
ENSDARG00000013950 (geneExprCor) ENSDARG00000043105	0.8552394020640087
ENSDARG00000013950 (geneExprCor) ENSDARG00000045695	0.8376858431221329
ENSDARG00000013950 (geneExprCor) ENSDARG00000052783	0.8096089041449356
ENSDARG00000013950 (geneExprCor) ENSDARG00000054033	0.8012561832500341
ENSDARG00000013950 (geneExprCor) ENSDARG00000054746	0.8119989506674495
ENSDARG00000013950 (geneExprCor) ENSDARG00000054879	0.8454587117377503
ENSDARG00000013950 (geneExprCor) ENSDARG00000055080	0.9206401965524601
ENSDARG00000013950 (geneExprCor) ENSDARG00000055752	0.90017653198326
ENSDARG00000013950 (geneExprCor) ENSDARG00000056196	0.8045942649388894
ENSDARG00000013950 (geneExprCor) ENSDARG00000058302	0.8996712636502063
ENSDARG00000013950 (geneExprCor) ENSDARG00000069006	0.852234252972429
ENSDARG00000013950 (geneExprCor) ENSDARG00000069381	0.828698501410872
ENSDARG00000013950 (geneExprCor) ENSDARG00000071555	0.9164685694685047
ENSDARG00000013950 (geneExprCor) ENSDARG00000074490	0.8478294963991901
ENSDARG00000013950 (geneExprCor) ENSDARG00000074508	0.8484765527318402
ENSDARG00000013950 (geneExprCor) ENSDARG00000075016	0.8841420346754293
ENSDARG00000013950 (geneExprCor) ENSDARG00000076196	0.858737974781677
ENSDARG00000013950 (geneExprCor) ENSDARG00000077060	0.8433527362696966
ENSDARG00000013950 (geneExprCor) ENSDARG00000077799	0.8686192382816571
ENSDARG00000013950 (geneExprCor) ENSDARG00000079497	0.8188668991436898
ENSDARG00000013950 (geneExprCor) ENSDARG00000086881	0.9179019114310646
ENSDARG00000013950 (geneExprCor) ENSDARG00000090526	0.8464260202870219
ENSDARG00000013950 (geneExprCor) ENSDARG00000093687	0.8502064543409469
ENSDARG00000013950 (geneExprCor) ENSDARG00000094879	0.8159241558729273
ENSDARG00000013950 (geneExprCor) ENSDARG00000095046	0.924592415288828
ENSDARG00000013950 (geneExprCor) ENSDARG00000097706	0.8180573215370937
ENSDARG00000013950 (geneExprCor) ENSDARG00000098121	0.9140887762941886
ENSDARG00000013950 (geneExprCor) ENSDARG00000098761	0.8437319674305828
ENSDARG00000013950 (geneExprCor) ENSDARG00000099195	0.8400428148008648
ENSDARG00000013950 (geneExprCor) ENSDARG00000100020	0.8542413364192915
ENSDARG00000013950 (geneExprCor) ENSDARG00000100515	0.8116971191929724
ENSDARG00000013950 (geneExprCor) ENSDARG00000101040	0.8387843507820139
ENSDARG00000013950 (geneExprCor) ENSDARG00000101285	0.8942870480299987
ENSDARG00000013950 (geneExprCor) ENSDARG00000101637	0.8497580252935502
ENSDARG00000013950 (geneExprCor) ENSDARG00000102430	0.8719173780657345
ENSDARG00000013950 (geneExprCor) ENSDARG00000102798	0.8014008910541371
ENSDARG00000013950 (geneExprCor) ENSDARG00000103846	0.8930177438296099
ENSDARG00000013950 (geneExprCor) ENSDARG00000104398	0.8381205461604134
ENSDARG00000013950 (geneExprCor) ENSDARG00000104773	0.8933949164086367
ENSDARG00000013950 (geneExprCor) ENSDARG00000114704	0.8860339248787448
ENSDARG00000013950 (geneExprCor) ENSDARG00000117613	0.8879529312643294
ENSDARG00000014244 (geneExprCor) ENSDARG00000014975	0.8957390655366276
ENSDARG00000014244 (geneExprCor) ENSDARG00000018491	0.855906043264426
ENSDARG00000014244 (geneExprCor) ENSDARG00000020228	0.8357175774393653
ENSDARG00000014244 (geneExprCor) ENSDARG00000024204	0.8512452631568558
ENSDARG00000014244 (geneExprCor) ENSDARG00000025428	0.8293938974486539
ENSDARG00000014244 (geneExprCor) ENSDARG00000031683	0.8059284286555852
ENSDARG00000014244 (geneExprCor) ENSDARG00000032801	0.9009863167354832
ENSDARG00000014244 (geneExprCor) ENSDARG00000035178	0.814817338585279
ENSDARG00000014244 (geneExprCor) ENSDARG00000036943	0.9130448363908282
